,I_BOWMN,I_BRR023,I_CMBIE,I_CMPFW,I_DER001,I_DER004,I_DHC021,I_ENGLB,I_FRDYC,I_FRNCH,I_JKSMD,I_LCBRF,I_MERLC,I_MFY013,I_NBLDB,I_NFY029,I_OGN005,I_RLLNS,I_SCOTF,I_SFD003,I_SFY007,I_SFY048,I_SLT009,I_SPLDG,I_WLF013
1960-02-29,8.46,25.96,8.54,4.41,8.56,9.78,14.72,26.68,4.28,1.73,4.15,4.45,7.520860105178047,39.99,89.18,70.12,13.35,42.33,9.78,2.45,46.94,8.85,22.87,11.92,5.37
1960-03-31,11.67,11.55,3.8,1.96,4.65,5.31,13.55,18.27,8.53,2.39,9.01,10.77,11.656635221476057,40.89,99.25,84.73,12.14,21.95,5.31,1.33,24.72,20.51,29.04,26.48,2.39
1960-04-30,15.07,4.41,1.45,0.75,1.6,1.83,1.99,18.44,15.15,3.09,15.96,12.27,3.186648371004907,22.59,42.61,76.17,4.46,10.9,1.83,0.46,9.89,29.6,21.28,16.85,0.91
1960-05-31,17.75,3.04,1.0,0.52,1.07,1.22,0.91,3.82,20.72,3.64,15.91,10.45,1.408024831070751,16.9,28.54,70.1,2.9,8.79,1.22,0.31,10.47,30.43,14.03,12.32,0.63
1960-06-30,6.14,1.22,0.4,0.21,0.33,0.38,0.12,3.47,9.04,1.26,6.68,3.04,0.4626316867662368,7.48,12.68,37.92,1.18,4.56,0.38,0.09,9.16,10.48,4.97,3.67,0.25
1960-07-31,2.56,1.0,0.33,0.17,0.0,0.0,0.0,0.37,3.66,0.53,0.55,0.76,0.2140564816635191,3.07,4.07,13.25,0.54,4.07,0.0,0.0,2.32,3.1,1.16,1.39,0.21
1960-08-31,0.0,0.67,0.22,0.11,0.0,0.0,0.0,0.25,1.81,0.0,0.31,0.33,0.4673028560215329,1.85,2.01,8.9,0.32,4.39,0.0,0.0,2.37,1.3,0.65,0.81,0.14
1960-09-30,0.0,0.12,0.04,0.02,0.0,0.0,0.0,0.0,1.58,0.0,0.12,0.17,0.33564014778225726,1.42,2.14,7.21,0.25,4.37,0.0,0.0,2.85,0.93,0.51,0.34,0.03
1960-10-31,0.0,1.34,0.44,0.23,0.34,0.39,0.0,0.0,0.92,0.0,0.11,0.28,0.9303666981060169,1.6,3.11,7.45,0.28,1.73,0.39,0.1,1.56,0.87,0.53,0.55,0.28
1960-11-30,1.97,3.62,1.19,0.61,1.04,1.19,1.2,1.86,0.75,0.4,0.29,0.46,2.4984169110467978,4.38,8.47,11.13,2.02,4.89,1.19,0.3,7.85,1.09,2.38,1.1,0.75
1960-12-31,1.13,3.53,1.16,0.6,0.92,1.05,1.11,0.25,0.64,0.23,0.43,0.59,4.294748342352052,6.59,15.11,15.15,3.39,4.8,1.05,0.26,10.35,1.23,5.29,1.46,0.73
1961-01-31,0.67,2.68,0.88,0.45,0.87,0.99,1.92,0.0,0.61,0.14,0.34,0.57,2.2569054340511956,3.51,4.1,11.56,1.5,3.95,0.99,0.25,4.45,1.18,4.24,1.41,0.55
1961-02-28,2.29,7.57,2.49,1.29,2.32,2.65,6.39,13.88,2.55,0.47,1.56,2.98,6.949823314002895,13.44,34.54,28.08,6.07,11.44,2.65,0.66,12.38,5.68,13.77,7.79,1.57
1961-03-31,9.3,7.84,2.58,1.33,2.93,3.35,7.77,9.76,2.53,1.9,1.93,3.12,7.29575890490533,17.44,35.55,30.91,7.42,12.71,3.35,0.84,18.37,5.79,12.91,7.99,1.62
1961-04-30,8.76,4.68,1.54,0.8,1.3,1.49,1.28,3.87,7.38,1.79,8.1,8.07,4.16428558540494,18.07,30.95,50.87,4.82,8.34,1.49,0.37,14.83,17.54,18.74,14.08,0.97
1961-05-31,11.5,3.34,1.1,0.57,0.76,0.87,0.42,4.37,17.56,2.36,14.59,10.43,1.616682385346504,17.67,28.32,62.84,3.22,7.15,0.87,0.22,14.41,28.55,16.91,11.62,0.69
1961-06-30,5.73,2.04,0.67,0.35,0.12,0.14,0.11,3.32,8.37,1.17,7.07,2.87,0.5901633394050521,6.62,10.53,35.17,1.15,4.97,0.14,0.03,7.67,9.91,4.82,3.17,0.42
1961-07-31,0.0,1.34,0.44,0.23,0.0,0.0,0.0,0.0,2.94,0.0,0.45,0.66,0.22049250399514264,2.28,3.38,11.14,0.5,4.4,0.0,0.0,1.36,2.61,1.17,1.06,0.28
1961-08-31,1.28,0.88,0.29,0.15,0.0,0.0,0.0,0.0,1.1,0.26,0.17,0.2,0.4176334875092386,1.68,0.96,8.09,0.31,3.26,0.0,0.0,4.0,0.82,0.74,0.49,0.18
1961-09-30,1.24,0.36,0.12,0.06,0.0,0.0,0.11,0.0,1.23,0.25,0.16,0.14,0.36315541430377957,1.35,2.07,6.28,0.25,4.32,0.0,0.0,2.59,0.73,0.49,0.25,0.08
1961-10-31,0.15,0.7,0.23,0.12,0.03,0.03,0.01,1.61,0.99,0.03,0.24,0.3,0.8831930822022264,1.57,2.85,6.64,0.31,0.99,0.03,0.01,1.73,0.92,0.61,0.63,0.14
1961-11-30,1.65,1.34,0.44,0.23,0.49,0.56,0.05,0.0,1.51,0.34,0.26,0.64,1.368661056064932,2.39,3.82,7.6,0.6,1.94,0.56,0.14,0.49,1.72,0.83,1.52,0.28
1961-12-31,0.98,4.29,1.41,0.73,1.35,1.54,0.99,7.74,0.85,0.2,0.4,0.77,4.710209666422595,6.66,16.47,14.56,2.75,6.34,1.54,0.39,9.41,1.6,4.3,2.01,0.89
1962-01-31,0.83,5.32,1.75,0.9,1.79,2.05,2.34,5.21,0.87,0.17,0.38,0.79,3.152371770171981,4.89,9.25,12.11,1.97,7.94,2.05,0.51,7.1,1.64,2.64,2.03,1.1
1962-02-28,3.73,38.15,12.55,6.48,13.15,15.03,32.68,47.43,2.25,0.76,1.53,2.37,14.519896903391674,44.24,99.76,59.54,17.97,64.66,15.03,3.76,64.68,4.69,28.85,6.48,7.89
1962-03-31,4.88,12.83,4.22,2.18,5.64,6.45,12.15,23.96,1.86,1.0,1.34,2.16,10.105094547541125,23.2,44.88,35.71,8.48,26.47,6.45,1.61,32.94,4.08,9.59,5.86,2.65
1962-04-30,17.84,5.47,1.8,0.93,2.1,2.4,1.21,19.7,16.5,3.65,15.92,18.65,5.489039166883117,41.53,66.48,106.75,8.57,15.22,2.4,0.6,9.79,38.14,39.69,39.87,1.13
1962-05-31,20.29,2.25,0.74,0.38,0.89,1.02,0.43,12.4,24.7,4.16,21.85,15.57,1.9030618733667526,26.0,33.2,98.2,2.95,8.51,1.02,0.25,9.96,41.69,27.48,19.44,0.47
1962-06-30,12.75,1.16,0.38,0.2,0.34,0.39,0.17,1.78,21.7,2.61,15.55,7.94,0.5679933768852051,13.03,15.2,68.37,0.93,4.74,0.39,0.1,0.0,25.77,18.62,9.56,0.24
1962-07-31,2.05,0.91,0.3,0.15,0.0,0.0,0.0,0.52,2.56,0.42,1.51,0.51,0.1660036815464423,3.11,7.12,17.76,0.43,4.37,0.0,0.0,4.73,2.16,1.89,0.99,0.19
1962-08-31,3.15,0.21,0.07,0.04,0.0,0.0,0.0,0.0,0.65,0.65,0.37,0.13,0.7393476890516126,2.19,3.77,10.27,0.29,4.14,0.0,0.0,6.38,0.55,0.8,0.24,0.04
1962-09-30,0.69,0.06,0.02,0.01,0.0,0.0,0.0,0.0,4.25,0.14,0.2,0.63,0.24927974554838528,1.42,2.2,8.06,0.22,3.96,0.0,0.0,0.25,2.84,0.51,1.48,0.01
1962-10-31,18.1,27.06,8.9,4.6,8.42,9.62,37.24,46.83,14.42,3.71,14.28,12.43,15.175892904016914,38.3,67.56,86.51,9.87,41.79,9.62,2.41,21.99,25.58,26.89,33.59,5.6
1962-11-30,2.13,3.56,1.17,0.6,0.8,0.91,1.45,13.44,2.14,0.44,2.36,2.51,2.9542785754607497,5.29,12.58,20.8,1.88,5.8,0.91,0.23,0.14,4.62,3.68,6.75,0.74
1962-12-31,9.03,11.16,3.67,1.89,2.77,3.17,6.92,10.89,6.33,1.85,8.19,7.77,7.251616328684047,20.81,50.03,57.38,7.97,19.32,3.17,0.79,6.51,14.47,16.45,20.87,2.31
1963-01-31,5.34,9.21,3.03,1.56,3.63,4.15,9.79,5.36,8.54,1.09,13.77,10.68,6.539676216945459,19.85,45.85,56.45,5.84,15.97,4.15,1.04,17.47,21.35,19.44,22.59,1.91
1963-02-28,19.43,23.56,7.75,4.0,6.23,7.12,8.18,59.3,13.15,3.98,17.54,11.58,16.481166216241135,61.37,105.28,129.62,15.1,42.85,7.12,1.78,46.89,27.79,32.34,17.66,4.88
1963-03-31,3.47,11.92,3.92,2.02,4.17,4.77,11.65,15.98,3.17,0.71,3.64,2.24,9.257601358741155,18.61,43.36,40.75,5.38,23.37,4.77,1.19,34.83,5.37,8.71,2.67,2.47
1963-04-30,10.27,28.82,9.48,4.89,10.22,11.68,21.04,37.18,8.67,2.1,6.75,5.22,16.21263160808728,58.7,121.8,105.86,19.12,69.25,11.68,2.92,85.39,13.85,39.6,6.32,5.96
1963-05-31,31.68,6.08,2.0,1.03,2.85,3.26,4.28,2.66,41.34,6.49,32.1,20.24,3.0558326580857624,51.47,67.79,157.29,7.59,23.74,3.26,0.81,57.67,59.15,37.73,25.66,1.26
1963-06-30,8.8,1.92,0.63,0.33,0.79,0.9,1.53,10.82,17.1,1.8,12.26,5.43,0.6433871460561278,14.05,19.69,64.44,1.84,9.8,0.9,0.23,10.51,18.81,7.58,7.35,0.4
1963-07-31,1.28,0.4,0.13,0.07,0.13,0.15,0.44,0.84,5.03,0.26,1.63,0.99,0.6465036550537633,4.9,11.08,22.49,0.86,5.24,0.15,0.04,3.81,4.19,1.75,2.03,0.08
1963-08-31,0.59,0.0,0.0,0.0,0.0,0.0,0.06,0.15,2.59,0.12,0.19,0.46,1.0004636166933665,3.16,4.96,13.53,0.54,4.86,0.0,0.0,4.47,1.83,0.92,1.32,0.0
1963-09-30,0.0,0.27,0.09,0.05,0.0,0.0,0.05,0.0,3.34,0.0,0.17,0.37,0.32240612431650106,2.47,3.76,10.9,0.41,5.3,0.0,0.0,4.46,1.93,0.72,0.78,0.06
1963-10-31,2.54,2.61,0.86,0.44,0.44,0.5,0.5,3.45,0.92,0.52,0.12,0.28,1.2206804131578253,2.95,4.45,11.23,0.53,4.09,0.5,0.13,5.26,0.87,0.93,0.58,0.54
1963-11-30,10.87,9.33,3.07,1.59,3.07,3.51,5.16,14.56,5.8,2.23,2.03,5.22,4.48118585361418,17.86,32.1,38.38,4.11,14.93,3.51,0.88,28.47,10.78,13.19,13.81,1.93
1963-12-31,2.96,5.47,1.8,0.93,0.8,0.91,1.09,6.55,2.0,0.61,2.03,2.37,1.380977412262217,6.47,11.89,19.52,1.59,9.73,0.91,0.23,2.67,4.38,4.0,6.18,1.13
1964-01-31,1.91,14.96,4.92,2.54,3.97,4.54,10.65,16.64,1.38,0.39,1.61,1.67,4.171364598880722,12.63,31.1,22.75,4.26,27.62,4.54,1.13,10.47,3.09,6.42,4.4,3.09
1964-02-29,1.69,7.48,2.46,1.27,1.49,1.7,1.48,8.81,1.49,0.35,1.44,1.85,3.4636933522696243,11.28,22.29,22.19,4.13,15.67,1.7,0.43,12.85,3.42,5.43,4.94,1.55
1964-03-31,2.49,2.31,0.76,0.39,1.74,1.99,1.68,11.55,2.1,0.51,2.24,2.76,3.221026664004688,12.11,23.25,24.67,3.88,4.91,1.99,0.5,12.9,5.38,6.67,6.4,0.48
1964-04-30,10.61,3.77,1.24,0.64,1.67,1.91,1.95,3.36,9.85,2.17,10.44,10.02,4.070278428128263,22.43,35.32,58.52,5.72,10.13,1.91,0.48,8.65,22.38,22.87,16.83,0.78
1964-05-31,19.08,4.47,1.47,0.76,0.74,0.85,0.59,2.92,23.92,3.91,19.85,14.04,1.4490988891967935,24.8,27.18,85.84,3.07,15.47,0.85,0.21,14.55,38.36,19.81,16.63,0.92
1964-06-30,9.3,0.52,0.17,0.09,0.31,0.35,1.07,3.25,13.57,1.9,9.55,4.63,0.6369068204436878,11.93,11.89,47.1,1.44,2.5,0.35,0.09,4.48,15.81,5.55,5.54,0.11
1964-07-31,1.53,5.53,1.82,0.94,0.0,0.0,0.64,1.48,3.0,0.31,1.09,0.69,0.25096272093278316,3.76,4.34,15.64,0.57,4.02,0.0,0.0,5.36,2.67,1.39,1.16,1.14
1964-08-31,0.46,0.0,0.0,0.0,0.0,0.0,0.02,1.42,1.87,0.09,0.26,0.37,0.2384012302419407,2.22,1.56,10.11,0.3,2.06,0.0,0.0,3.79,1.59,0.7,0.71,0.0
1964-09-30,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,2.94,0.01,0.22,0.4,0.43023068297978284,1.77,1.25,8.06,0.23,2.25,0.0,0.0,3.19,1.84,0.58,0.99,0.0
1964-10-31,2.8,1.64,0.54,0.28,0.15,0.17,0.03,1.42,1.0,0.57,0.14,0.3,1.0163459866260605,1.82,20.79,6.84,0.3,3.77,0.17,0.04,1.62,0.92,0.54,0.65,0.34
1964-11-30,1.77,5.87,1.93,1.0,1.56,1.78,0.73,3.16,1.18,0.36,1.31,0.36,2.670017008039302,6.25,13.98,12.93,2.1,8.26,1.78,0.45,9.96,1.09,3.87,0.77,1.21
1964-12-31,44.99,55.12,18.13,9.36,15.47,17.68,26.28,169.91,28.5,9.21,38.84,31.92,32.040179607239764,142.0,253.2,235.5,38.15,116.09,17.68,4.42,51.57,62.16,92.38,83.05,11.4
1965-01-31,7.18,43.14,14.19,7.33,14.66,16.75,22.91,45.19,4.82,1.47,6.63,4.67,32.4952051303531,74.77,181.64,132.75,21.06,83.19,16.75,4.19,98.71,10.35,30.58,7.08,8.93
1965-02-28,3.12,2.64,0.87,0.45,2.44,2.79,2.09,19.32,4.19,0.64,3.74,3.68,8.370974690649277,24.54,48.36,57.43,5.24,21.34,2.79,0.7,29.55,8.84,16.46,5.63,0.55
1965-03-31,5.07,5.17,1.7,0.88,1.46,1.67,1.59,11.49,4.86,1.04,4.56,4.27,3.3926698245799973,17.27,38.76,47.94,4.62,17.43,1.67,0.42,20.76,10.26,14.04,6.53,1.07
1965-04-30,16.95,19.21,6.32,3.26,5.53,6.32,9.55,29.5,16.67,3.47,14.89,10.97,5.668902802245626,49.23,77.49,112.64,11.16,37.56,6.32,1.58,52.95,28.14,38.9,14.03,3.98
1965-05-31,20.28,4.1,1.35,0.7,1.17,1.34,1.51,15.06,31.97,4.15,31.04,17.0,1.911344223569472,32.33,44.35,125.19,3.84,12.85,1.34,0.33,17.99,48.12,23.79,21.5,0.85
1965-06-30,13.98,2.1,0.69,0.36,0.42,0.48,0.6,5.22,26.95,2.86,20.66,8.79,0.5410076140530293,15.98,16.62,91.52,1.2,8.78,0.48,0.12,8.33,30.24,7.86,11.69,0.43
1965-07-31,2.75,1.31,0.43,0.22,0.03,0.03,0.34,3.73,5.04,0.56,3.81,0.99,0.8626012431831925,5.27,8.94,28.94,0.64,7.55,0.03,0.01,6.44,4.19,1.83,2.03,0.27
1965-08-31,1.28,0.82,0.27,0.14,0.12,0.14,0.2,0.1,4.45,0.26,1.8,0.78,0.9402703662058656,4.15,6.07,17.24,0.49,4.08,0.14,0.03,3.06,3.16,1.2,1.95,0.17
1965-09-30,1.29,0.49,0.16,0.08,0.0,0.0,0.14,0.0,2.71,0.26,0.69,0.27,0.3237458028783635,2.72,5.84,11.45,0.39,3.2,0.0,0.0,2.91,1.56,0.83,0.65,0.1
1965-10-31,1.14,0.64,0.21,0.11,0.02,0.02,0.04,0.0,1.08,0.23,0.0,0.33,1.0821858043779933,1.97,5.51,10.36,0.36,0.3,0.02,0.01,3.12,1.01,0.68,0.67,0.13
1965-11-30,3.89,6.78,2.23,1.15,1.67,1.91,2.28,7.58,2.4,0.8,0.15,1.83,4.346187585015698,6.69,14.81,19.09,1.43,9.42,1.91,0.48,6.17,4.02,4.1,4.61,1.4
1965-12-31,2.73,10.49,3.45,1.78,2.39,2.73,4.24,10.33,1.31,0.56,1.07,1.41,2.8057877957531705,5.91,12.05,15.08,1.3,10.95,2.73,0.68,10.81,2.8,2.23,3.83,2.17
1966-01-31,2.88,17.57,5.78,2.98,3.59,4.1,8.25,12.65,1.08,0.59,1.02,1.26,4.765640092769713,12.4,28.46,21.72,3.95,17.15,4.1,1.03,15.02,2.4,3.94,3.41,3.64
1966-02-28,1.53,9.27,3.05,1.57,2.32,2.65,4.33,8.08,0.92,0.31,1.02,1.1,5.125914788788563,9.93,23.67,19.38,3.76,13.44,2.65,0.66,10.68,2.02,4.18,2.83,1.92
1966-03-31,6.27,7.63,2.51,1.3,2.56,2.93,2.66,6.78,4.35,1.29,3.2,5.39,6.960598523911855,24.88,44.82,45.19,8.41,20.96,2.93,0.73,20.6,10.08,20.49,13.78,1.58
1966-04-30,16.09,4.1,1.35,0.7,2.05,2.34,1.15,11.67,16.34,3.3,16.5,14.42,6.406370635784878,33.72,58.19,93.36,6.93,18.46,2.34,0.59,20.59,33.58,42.16,22.13,0.85
1966-05-31,15.25,1.52,0.5,0.26,1.07,1.22,0.32,6.83,24.13,3.12,21.52,11.16,1.3268272780179124,18.39,25.93,83.68,1.84,9.38,1.22,0.31,2.35,33.65,19.15,12.93,0.31
1966-06-30,2.73,1.06,0.35,0.18,0.08,0.09,0.09,0.0,2.56,0.56,3.17,0.8,0.3794670090878469,4.42,8.66,23.89,0.65,3.95,0.09,0.02,5.7,2.76,2.47,1.01,0.22
1966-07-31,1.36,0.3,0.1,0.05,0.0,0.0,0.02,0.0,1.71,0.28,0.7,0.34,0.1986609504556469,2.71,4.64,11.81,0.33,3.61,0.0,0.0,2.44,1.46,0.93,0.64,0.06
1966-08-31,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.08,0.01,0.32,0.5206724178064661,1.99,2.65,8.37,0.21,4.44,0.0,0.0,1.5,1.38,0.62,0.68,0.0
1966-09-30,0.0,0.15,0.05,0.03,0.0,0.0,0.0,0.0,2.3,0.0,0.23,0.31,0.2881665135743461,1.81,0.56,7.33,0.2,4.17,0.0,0.0,0.0,1.42,0.47,0.7,0.03
1966-10-31,0.18,1.25,0.41,0.21,0.04,0.05,0.04,0.0,1.64,0.04,3.16,0.28,0.9342108572770226,0.0,3.04,7.24,0.28,5.62,0.05,0.01,1.35,0.87,0.41,1.08,0.26
1966-11-30,7.05,13.86,4.56,2.35,3.01,3.44,3.79,10.79,0.56,1.44,4.56,3.0,4.661563795719256,8.61,18.08,27.96,2.26,12.49,3.44,0.86,10.52,7.12,10.38,8.93,2.87
1966-12-31,9.09,24.72,8.13,4.2,5.78,6.61,10.44,6.18,1.61,1.86,4.96,4.51,13.268386170996724,26.28,65.29,53.51,9.37,27.12,6.61,1.65,33.1,9.04,20.22,13.95,5.11
1967-01-31,7.88,40.22,13.23,6.83,11.28,12.89,26.04,47.13,1.16,1.61,4.65,3.32,13.43784698994461,35.43,84.27,61.03,13.71,46.55,12.89,3.22,54.33,6.3,23.73,14.4,8.32
1967-02-28,5.16,11.92,3.92,2.02,3.47,3.97,5.2,8.01,3.72,1.06,3.85,3.36,11.173255010760926,25.76,63.18,54.26,7.49,22.14,3.97,0.99,29.69,6.18,19.75,9.77,2.47
1967-03-31,11.96,19.94,6.56,3.39,6.35,7.26,12.15,15.6,6.17,2.45,11.4,9.05,16.775071547599026,46.14,84.46,87.25,11.55,42.35,7.26,1.81,47.71,16.76,29.82,21.59,4.13
1967-04-30,5.13,23.26,7.65,3.95,6.72,7.68,18.45,24.91,4.01,1.05,4.21,2.77,14.031165116759801,31.01,64.89,52.57,9.27,45.59,7.68,1.92,42.02,5.48,11.48,7.44,4.81
1967-05-31,27.46,4.35,1.43,0.74,3.8,4.34,3.26,1.5,32.07,5.62,29.21,25.2,6.855030194018852,61.85,99.72,170.75,11.63,39.55,4.34,1.09,45.66,56.86,53.84,37.63,0.9
1967-06-30,30.54,3.25,1.07,0.55,1.52,1.74,1.83,0.0,55.36,6.25,43.86,25.86,1.7859368411642007,48.79,52.16,180.71,4.14,16.43,1.74,0.43,73.3,74.98,28.68,21.98,0.67
1967-07-31,9.0,0.49,0.16,0.08,0.16,0.18,0.59,0.0,22.95,1.84,11.73,6.13,0.7889253216919911,13.04,15.87,61.41,1.32,9.68,0.18,0.05,15.61,21.8,4.76,8.46,0.1
1967-08-31,0.42,0.55,0.18,0.09,0.01,0.01,0.22,1.02,0.38,0.09,0.3,0.62,1.0378752276507017,4.11,6.61,19.08,0.83,7.89,0.01,0.0,3.03,2.62,1.21,4.74,0.11
1967-09-30,1.36,0.94,0.31,0.16,0.0,0.0,0.05,0.0,1.86,0.28,0.0,0.62,0.32485952060433476,3.0,3.65,12.46,0.52,5.85,0.0,0.0,2.01,2.86,0.82,3.16,0.2
1967-10-31,0.46,2.28,0.75,0.39,0.48,0.55,0.18,0.0,0.0,0.09,0.32,0.87,0.0,3.22,4.01,12.35,0.71,6.26,0.55,0.14,2.52,2.38,1.28,0.51,0.47
1967-11-30,1.1,3.31,1.09,0.56,1.33,1.52,0.65,0.0,0.07,0.23,0.61,0.57,0.0,2.75,4.26,10.92,0.61,1.51,1.52,0.38,3.05,1.18,1.09,1.26,0.69
1967-12-31,2.91,4.77,1.57,0.81,1.57,1.79,1.66,4.36,0.08,0.6,0.83,0.67,2.272679609338679,5.56,14.23,16.34,1.68,8.3,1.79,0.45,8.32,1.4,2.74,4.21,0.99
1968-01-31,5.34,10.67,3.51,1.81,3.81,4.35,7.57,13.86,1.49,1.09,2.28,1.92,5.741157416921558,11.27,24.71,28.28,3.68,13.08,4.35,1.09,14.23,3.8,7.82,7.73,2.21
1968-02-29,14.67,19.97,6.57,3.39,6.61,7.55,12.88,15.24,2.88,3.0,8.11,9.52,15.73393693354671,48.14,93.0,87.09,14.55,40.74,7.55,1.89,43.3,17.99,29.88,27.07,4.13
1968-03-31,6.89,6.08,2.0,1.03,3.53,4.03,6.92,16.23,11.4,1.41,6.58,5.58,9.592923586955475,25.01,51.36,56.41,7.01,25.91,4.03,1.01,25.84,11.92,17.89,13.31,1.26
1968-04-30,9.91,2.86,0.94,0.49,2.0,2.29,1.17,3.31,12.25,2.03,12.04,9.57,0.0,18.91,32.82,59.05,3.5,9.42,2.29,0.57,11.1,24.33,19.66,13.17,0.59
1968-05-31,12.03,1.37,0.45,0.23,1.24,1.42,0.46,4.41,18.38,2.46,16.49,9.9,0.35371686844589384,14.24,18.7,64.62,1.35,5.99,1.42,0.35,1.48,29.55,10.94,11.27,0.28
1968-06-30,3.74,0.0,0.0,0.0,0.0,0.0,0.16,1.67,5.53,0.77,4.98,1.88,0.0,5.67,8.79,27.14,0.64,3.66,0.0,0.0,3.36,6.49,3.02,6.68,0.0
1968-07-31,1.17,0.0,0.0,0.0,0.26,0.3,0.01,1.9,0.25,0.24,0.64,0.52,0.0,2.41,1.54,11.3,0.32,4.31,0.3,0.07,1.41,2.19,0.99,4.2,0.0
1968-08-31,2.52,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.52,0.0,0.32,0.0,1.97,2.29,9.78,0.3,4.1,0.0,0.0,1.91,1.33,0.81,4.34,0.0
1968-09-30,0.93,0.55,0.18,0.09,0.25,0.29,0.06,0.0,0.0,0.19,0.0,0.25,0.0,0.94,0.0,7.44,0.2,4.96,0.29,0.07,1.18,1.23,0.47,1.94,0.11
1968-10-31,2.85,3.04,1.0,0.52,0.76,0.87,0.15,0.15,1.23,0.58,0.0,0.77,0.0,2.87,3.37,9.83,0.38,5.41,0.87,0.22,1.7,2.34,1.14,1.72,0.63
1968-11-30,5.54,5.87,1.93,1.0,1.51,1.73,1.05,3.78,3.12,1.13,2.35,2.72,1.6457440816237565,7.15,15.67,19.02,1.74,7.63,1.73,0.43,4.65,6.03,4.44,8.48,1.21
1968-12-31,3.53,15.57,5.12,2.64,4.03,4.61,6.73,9.7,0.0,0.72,1.92,1.74,10.467960803987202,12.89,20.75,24.08,5.5,16.0,4.61,1.15,18.14,3.61,6.43,6.13,3.22
1969-01-31,16.78,75.39,24.8,12.8,21.34,24.39,48.8,39.09,2.31,3.44,11.87,9.03,15.18890799801254,110.69,247.29,156.42,37.86,112.44,24.39,6.1,132.55,17.08,64.67,39.07,15.6
1969-02-28,4.16,36.54,12.02,6.21,11.75,13.43,26.19,28.77,1.75,0.85,4.57,2.46,30.390057863987323,36.14,99.21,56.09,12.75,60.62,13.43,3.36,62.22,4.54,12.66,6.98,7.56
1969-03-31,4.16,17.24,5.67,2.93,5.55,6.34,8.18,11.84,0.96,0.85,3.74,4.11,11.849774399560454,34.08,50.86,51.52,11.59,40.65,6.34,1.59,43.27,7.58,13.83,12.31,3.57
1969-04-30,13.31,7.2,2.37,1.22,5.5,6.29,3.75,53.31,11.88,2.73,15.28,14.6,4.353430340137736,61.46,49.26,118.95,16.57,40.34,6.29,1.57,47.03,28.91,40.31,29.43,1.49
1969-05-31,32.24,3.19,1.05,0.54,2.36,2.7,0.71,13.88,50.57,6.6,47.64,31.49,1.1999994453768215,82.44,50.11,218.47,8.13,21.26,2.7,0.67,35.79,81.84,55.79,50.24,0.66
1969-06-30,24.73,0.97,0.32,0.17,0.84,0.96,0.59,3.6,33.01,5.06,28.74,14.95,0.6826317363902917,26.61,20.01,121.8,1.51,12.58,0.96,0.24,8.49,47.53,15.55,21.01,0.2
1969-07-31,4.15,0.15,0.05,0.03,0.4,0.46,0.22,4.68,7.92,0.85,4.78,1.39,0.0,5.46,7.8,31.59,0.49,8.08,0.46,0.11,4.37,5.69,2.61,5.02,0.03
1969-08-31,2.31,1.16,0.38,0.2,0.06,0.07,0.04,3.79,0.0,0.47,1.0,0.5,0.0,1.63,2.86,14.71,0.23,3.39,0.07,0.02,2.37,2.05,1.05,3.78,0.24
1969-09-30,1.61,0.55,0.18,0.09,0.19,0.22,0.01,1.43,0.0,0.33,1.1,0.49,0.14525937844645193,0.43,1.78,10.99,0.19,2.93,0.22,0.05,2.46,2.39,0.67,0.95,0.11
1969-10-31,0.6,3.28,1.08,0.56,0.13,0.15,0.13,2.9,1.59,0.12,0.95,0.94,0.0,2.66,4.06,13.62,0.42,5.86,0.15,0.04,3.06,2.88,1.17,1.44,0.68
1969-11-30,2.25,3.04,1.0,0.52,0.74,0.85,0.17,0.31,1.81,0.46,1.48,0.95,0.0,1.86,7.08,12.73,0.71,4.3,0.85,0.21,3.91,1.98,1.25,2.19,0.63
1969-12-31,15.72,21.43,7.05,3.64,5.46,6.24,12.76,18.37,3.95,3.22,9.29,9.07,13.352421956193826,34.38,76.72,76.68,12.72,29.41,6.24,1.56,28.27,17.6,30.61,24.28,4.43
1970-01-31,30.12,50.1,16.48,8.51,17.07,19.51,39.83,15.15,24.52,6.17,29.91,21.79,9.935911010225047,133.2,356.45,247.86,42.54,113.96,19.51,4.88,105.75,44.29,95.69,51.85,10.37
1970-02-28,5.06,12.04,3.96,2.04,4.62,5.28,13.35,16.69,3.62,1.04,5.79,3.39,11.206875033145412,27.97,51.15,67.14,7.64,30.06,5.28,1.32,32.03,8.14,15.43,7.07,2.49
1970-03-31,6.23,10.03,3.3,1.7,5.37,6.14,13.51,15.16,4.46,1.28,6.56,4.99,12.636335580350146,26.34,64.62,62.78,8.08,29.99,6.14,1.53,28.58,11.98,17.57,7.78,2.08
1970-04-30,6.5,2.89,0.95,0.49,1.55,1.77,1.58,7.81,8.11,1.33,8.33,5.58,1.1265754640430614,14.76,27.13,45.09,2.28,11.72,1.77,0.44,9.93,15.6,8.0,5.51,0.6
1970-05-31,16.23,3.07,1.01,0.52,0.88,1.01,0.54,0.0,25.52,3.32,22.42,14.96,1.0766707893227645,17.09,29.31,78.21,1.46,9.29,1.01,0.25,0.0,44.25,9.4,13.3,0.64
